transaction_id,customer_id,customer_name,product_id,product_name,category,quantity,price,transaction_date,store_id,profit
TXN000752,CUST715,,PROD413,Unknown,Unknown,55,308.9,2025-09-10,STORE40,16989.5
TXN000753,CUST565,,PROD41,Unknown,Unknown,12,960.15,2025-09-03,STORE65,11521.8
TXN000754,CUST95,,PROD218,Unknown,Unknown,17,413.69,2025-09-20,STORE57,7032.73
TXN000755,CUST644,,PROD367,Unknown,Unknown,46,756.29,2025-09-28,STORE59,34789.34
TXN000756,CUST881,,PROD118,Unknown,Unknown,33,127.49,2025-09-29,STORE52,4207.17
TXN000757,CUST17,,PROD445,Unknown,Unknown,94,9.69,2025-09-06,STORE60,910.8599999999999
TXN000758,CUST359,,PROD297,Unknown,Unknown,67,859.95,2025-09-27,STORE77,57616.65
TXN000759,CUST950,,PROD301,Unknown,Unknown,24,473.38,2025-09-28,STORE3,11361.119999999999
TXN000760,CUST844,,PROD361,Unknown,Unknown,75,858.65,2025-08-31,STORE61,64398.75
TXN000761,CUST130,,PROD258,Unknown,Unknown,63,767.99,2025-09-03,STORE11,48383.37
TXN000762,CUST209,,PROD257,Unknown,Unknown,82,745.69,2025-09-11,STORE59,61146.58
TXN000763,CUST135,,PROD303,Unknown,Unknown,14,835.49,2025-09-10,STORE19,11696.86
TXN000764,CUST430,,PROD114,Unknown,Unknown,95,686.79,2025-09-02,STORE68,65245.049999999996
TXN000765,CUST918,,PROD68,Unknown,Unknown,14,987.29,2025-09-18,STORE18,13822.06
TXN000766,CUST373,,PROD140,Unknown,Unknown,57,665.05,2025-09-10,STORE16,37907.85
TXN000767,CUST891,,PROD135,Unknown,Unknown,51,60.4,2025-09-17,STORE33,3080.4
TXN000768,CUST274,,PROD17,Unknown,Unknown,52,758.59,2025-09-21,STORE18,39446.68
TXN000769,CUST554,,PROD61,Unknown,Unknown,17,157.13,2025-09-06,STORE5,2671.21
TXN000770,CUST424,,PROD289,Unknown,Unknown,67,745.39,2025-09-20,STORE34,49941.13
TXN000771,CUST386,,PROD67,Unknown,Unknown,84,718.19,2025-09-10,STORE24,60327.96000000001
TXN000772,CUST865,,PROD458,Unknown,Unknown,55,698.0,2025-09-05,STORE30,38390.0
TXN000773,CUST849,,PROD412,Unknown,Unknown,13,873.2,2025-09-20,STORE6,11351.6
TXN000774,CUST514,,PROD250,Unknown,Unknown,99,778.89,2025-09-21,STORE68,77110.11
TXN000775,CUST829,,PROD307,Unknown,Unknown,75,482.15,2025-09-27,STORE21,36161.25
TXN000776,CUST457,,PROD190,Unknown,Unknown,66,228.49,2025-09-07,STORE32,15080.34
TXN000777,CUST209,,PROD469,Unknown,Unknown,55,802.55,2025-09-15,STORE92,44140.25
TXN000778,CUST536,,PROD214,Unknown,Unknown,94,638.55,2025-09-26,STORE56,60023.7
TXN000779,CUST848,,PROD248,Unknown,Unknown,84,484.75,2025-09-11,STORE56,40719.0
TXN000780,CUST618,,PROD33,Unknown,Unknown,73,739.69,2025-09-03,STORE82,53997.37
TXN000781,CUST598,,PROD272,Unknown,Unknown,12,170.39,2025-09-27,STORE10,2044.6799999999998
TXN000782,CUST64,,PROD249,Unknown,Unknown,73,990.21,2025-08-31,STORE16,72285.33
TXN000783,CUST749,,PROD96,Unknown,Unknown,79,863.6,2025-09-22,STORE35,68224.40000000001
TXN000784,CUST427,,PROD10,Unknown,Unknown,89,55.89,2025-09-13,STORE31,4974.21
TXN000785,CUST537,,PROD284,Unknown,Unknown,89,955.79,2025-09-24,STORE34,85065.31
TXN000786,CUST931,,PROD42,Unknown,Unknown,65,26.95,2025-09-02,STORE2,1751.75
TXN000787,CUST515,,PROD452,Unknown,Unknown,37,691.95,2025-09-10,STORE97,25602.15
TXN000788,CUST465,,PROD265,Unknown,Unknown,95,365.85,2025-09-27,STORE98,34755.75
TXN000789,CUST656,,PROD224,Unknown,Unknown,82,74.99,2025-09-04,STORE28,6149.179999999999
TXN000790,CUST13,,PROD279,Unknown,Unknown,18,578.29,2025-09-24,STORE7,10409.22
TXN000791,CUST490,,PROD189,Unknown,Unknown,26,88.49,2025-09-13,STORE55,2300.74
TXN000792,CUST486,,PROD221,Unknown,Unknown,12,504.99,2025-09-11,STORE24,6059.88
TXN000793,CUST646,,PROD386,Unknown,Unknown,100,412.05,2025-09-23,STORE43,41205.0
TXN000794,CUST152,,PROD222,Unknown,Unknown,3,369.35,2025-09-17,STORE39,1108.0500000000002
TXN000795,CUST500,,PROD24,Unknown,Unknown,13,752.59,2025-08-31,STORE41,9783.67
TXN000796,CUST815,,PROD274,Unknown,Unknown,49,425.19,2025-08-31,STORE37,20834.31
TXN000797,CUST630,,PROD43,Unknown,Unknown,21,825.05,2025-09-09,STORE72,17326.05
TXN000798,CUST115,,PROD28,Unknown,Unknown,3,251.09,2025-09-17,STORE77,753.27
TXN000799,CUST484,,PROD389,Unknown,Unknown,60,364.95,2025-08-30,STORE77,21897.0
TXN000800,CUST767,,PROD396,Unknown,Unknown,95,290.79,2025-09-05,STORE25,27625.050000000003
TXN000801,CUST326,,PROD482,Unknown,Unknown,83,47.21,2025-09-16,STORE74,3918.4300000000003
TXN000802,CUST767,,PROD187,Unknown,Unknown,53,495.99,2025-09-11,STORE72,26287.47
TXN000803,CUST609,,PROD35,Unknown,Unknown,41,369.2,2025-09-26,STORE33,15137.199999999999
TXN000804,CUST792,,PROD347,Unknown,Unknown,38,804.49,2025-09-19,STORE64,30570.62
TXN000805,CUST991,,PROD432,Unknown,Unknown,1,422.99,2025-09-19,STORE67,422.99
TXN000806,CUST890,,PROD364,Unknown,Unknown,95,817.85,2025-09-06,STORE15,77695.75
TXN000807,CUST460,,PROD269,Unknown,Unknown,45,691.15,2025-09-04,STORE93,31101.75
TXN000808,CUST867,,PROD409,Unknown,Unknown,83,574.19,2025-09-06,STORE85,47657.770000000004
TXN000809,CUST34,,PROD397,Unknown,Unknown,43,955.75,2025-09-14,STORE46,41097.25
TXN000810,CUST402,,PROD5,Unknown,Unknown,76,263.99,2025-09-17,STORE70,20063.24
TXN000811,CUST99,,PROD440,Unknown,Unknown,87,42.89,2025-09-27,STORE74,3731.43
TXN000812,CUST922,,PROD412,Unknown,Unknown,17,649.1,2025-09-13,STORE31,11034.7
TXN000813,CUST131,,PROD23,Unknown,Unknown,21,491.25,2025-09-26,STORE31,10316.25
TXN000814,CUST445,,PROD386,Unknown,Unknown,39,89.09,2025-09-06,STORE49,3474.51
TXN000815,CUST253,,PROD7,Unknown,Unknown,34,105.14,2025-09-25,STORE7,3574.76
TXN000816,CUST409,,PROD301,Unknown,Unknown,95,451.25,2025-09-21,STORE45,42868.75
TXN000817,CUST889,,PROD114,Unknown,Unknown,26,52.79,2025-09-28,STORE13,1372.54
TXN000818,CUST215,,PROD382,Unknown,Unknown,94,831.97,2025-09-16,STORE61,78205.18000000001
TXN000819,CUST377,,PROD452,Unknown,Unknown,86,421.99,2025-09-25,STORE7,36291.14
TXN000820,CUST545,,PROD17,Unknown,Unknown,10,180.49,2025-09-22,STORE88,1804.9
TXN000821,CUST707,,PROD441,Unknown,Unknown,81,22.89,2025-09-10,STORE99,1854.0900000000001
TXN000822,CUST531,,PROD216,Unknown,Unknown,41,428.29,2025-09-27,STORE88,17559.89
TXN000823,CUST279,,PROD471,Unknown,Unknown,38,845.55,2025-09-08,STORE5,32130.899999999998
TXN000824,CUST930,,PROD146,Unknown,Unknown,24,649.35,2025-09-18,STORE2,15584.400000000001
TXN000825,CUST260,,PROD202,Unknown,Unknown,48,477.95,2025-09-11,STORE11,22941.6
TXN000826,CUST428,,PROD338,Unknown,Unknown,45,864.89,2025-09-03,STORE73,38920.05
TXN000827,CUST594,,PROD174,Unknown,Unknown,64,784.49,2025-09-19,STORE83,50207.36
TXN000828,CUST546,,PROD55,Unknown,Unknown,21,860.49,2025-09-21,STORE19,18070.29
TXN000829,CUST219,,PROD248,Unknown,Unknown,61,673.39,2025-09-24,STORE40,41076.79
TXN000830,CUST59,,PROD171,Unknown,Unknown,32,322.69,2025-09-25,STORE29,10326.08
TXN000831,CUST601,,PROD35,Unknown,Unknown,77,512.85,2025-09-27,STORE67,39489.450000000004
TXN000832,CUST714,,PROD357,Unknown,Unknown,58,134.19,2025-09-24,STORE84,7783.0199999999995
TXN000833,CUST346,,PROD207,Unknown,Unknown,100,332.29,2025-09-27,STORE99,33229.0
TXN000834,CUST388,,PROD157,Unknown,Unknown,100,978.29,2025-09-11,STORE19,97829.0
TXN000835,CUST662,,PROD307,Unknown,Unknown,12,525.79,2025-09-06,STORE20,6309.48
TXN000836,CUST416,,PROD23,Unknown,Unknown,90,179.75,2025-09-15,STORE33,16177.5
TXN000837,CUST128,,PROD228,Unknown,Unknown,61,185.1,2025-09-03,STORE17,11291.1
TXN000838,CUST119,,PROD25,Unknown,Unknown,43,568.69,2025-09-17,STORE83,24453.670000000002
TXN000839,CUST967,,PROD104,Unknown,Unknown,21,568.9,2025-09-08,STORE10,11946.9
TXN000840,CUST614,,PROD474,Unknown,Unknown,72,47.85,2025-09-19,STORE62,3445.2000000000003
TXN000841,CUST130,,PROD397,Unknown,Unknown,83,577.05,2025-09-06,STORE9,47895.149999999994
TXN000842,CUST857,,PROD235,Unknown,Unknown,65,175.1,2025-09-21,STORE98,11381.5
TXN000843,CUST28,,PROD451,Unknown,Unknown,21,468.89,2025-09-25,STORE63,9846.69
TXN000844,CUST381,,PROD308,Unknown,Unknown,5,758.59,2025-09-18,STORE32,3792.9500000000003
TXN000845,CUST264,,PROD305,Unknown,Unknown,35,924.07,2025-09-01,STORE62,32342.45
TXN000846,CUST667,,PROD230,Unknown,Unknown,13,767.89,2025-09-23,STORE79,9982.57
TXN000847,CUST225,,PROD451,Unknown,Unknown,65,973.69,2025-09-07,STORE74,63289.850000000006
TXN000848,CUST989,,PROD6,Unknown,Unknown,22,844.59,2025-09-29,STORE43,18580.98
TXN000849,CUST378,,PROD206,Unknown,Unknown,75,716.39,2025-09-14,STORE7,53729.25
TXN000850,CUST176,,PROD496,Unknown,Unknown,91,184.59,2025-09-14,STORE84,16797.69
TXN000851,CUST841,,PROD208,Unknown,Unknown,59,770.99,2025-09-15,STORE63,45488.41
TXN000852,CUST783,,PROD291,Unknown,Unknown,55,891.5,2025-09-18,STORE68,49032.5
TXN000853,CUST273,,PROD119,Unknown,Unknown,13,936.54,2025-09-20,STORE77,12175.02
TXN000854,CUST172,,PROD462,Unknown,Unknown,66,396.35,2025-09-08,STORE60,26159.100000000002
TXN000855,CUST428,,PROD435,Unknown,Unknown,11,872.05,2025-09-07,STORE46,9592.55
TXN000856,CUST378,,PROD298,Unknown,Unknown,41,67.85,2025-08-31,STORE93,2781.85
TXN000857,CUST807,,PROD293,Unknown,Unknown,21,126.35,2025-09-16,STORE75,2653.35
TXN000858,CUST550,,PROD287,Unknown,Unknown,10,673.99,2025-09-07,STORE20,6739.9
TXN000859,CUST840,,PROD394,Unknown,Unknown,96,949.79,2025-09-12,STORE24,91179.84
TXN000860,CUST460,,PROD44,Unknown,Unknown,31,657.99,2025-09-12,STORE84,20397.69
TXN000861,CUST481,,PROD274,Unknown,Unknown,68,170.69,2025-09-13,STORE85,11606.92
TXN000862,CUST865,,PROD149,Unknown,Unknown,33,823.75,2025-09-10,STORE53,27183.75
TXN000863,CUST249,,PROD179,Unknown,Unknown,71,277.29,2025-09-16,STORE21,19687.59
TXN000864,CUST204,,PROD401,Unknown,Unknown,12,649.59,2025-09-26,STORE12,7795.08
TXN000865,CUST772,,PROD293,Unknown,Unknown,85,248.39,2025-08-31,STORE12,21113.149999999998
TXN000866,CUST325,,PROD463,Unknown,Unknown,50,781.19,2025-09-25,STORE62,39059.5
TXN000867,CUST112,,PROD316,Unknown,Unknown,17,587.88,2025-09-14,STORE59,9993.96
TXN000868,CUST737,,PROD193,Unknown,Unknown,66,872.89,2025-09-28,STORE69,57610.74
TXN000869,CUST436,,PROD61,Unknown,Unknown,90,262.05,2025-09-08,STORE24,23584.5
TXN000870,CUST393,,PROD230,Unknown,Unknown,44,500.65,2025-09-02,STORE17,22028.6
TXN000871,CUST809,,PROD457,Unknown,Unknown,71,123.49,2025-09-24,STORE42,8767.789999999999
TXN000872,CUST863,,PROD253,Unknown,Unknown,63,932.09,2025-09-04,STORE7,58721.670000000006
TXN000873,CUST51,,PROD212,Unknown,Unknown,22,246.75,2025-09-03,STORE100,5428.5
TXN000874,CUST84,,PROD161,Unknown,Unknown,84,479.05,2025-09-17,STORE48,40240.200000000004
TXN000875,CUST377,,PROD293,Unknown,Unknown,28,293.09,2025-09-03,STORE30,8206.519999999999
TXN000876,CUST550,,PROD259,Unknown,Unknown,88,319.1,2025-09-22,STORE57,28080.800000000003
TXN000877,CUST466,,PROD256,Unknown,Unknown,44,53.6,2025-09-15,STORE48,2358.4
TXN000878,CUST878,,PROD47,Unknown,Unknown,83,461.19,2025-09-17,STORE44,38278.77
TXN000879,CUST167,,PROD395,Unknown,Unknown,99,39.39,2025-09-22,STORE74,3899.61
TXN000880,CUST709,,PROD442,Unknown,Unknown,32,965.35,2025-09-05,STORE40,30891.2
TXN000881,CUST521,,PROD166,Unknown,Unknown,71,398.59,2025-09-16,STORE45,28299.89
TXN000882,CUST363,,PROD233,Unknown,Unknown,67,128.89,2025-09-29,STORE77,8635.63
TXN000883,CUST121,,PROD421,Unknown,Unknown,89,349.75,2025-09-23,STORE33,31127.75
TXN000884,CUST144,,PROD137,Unknown,Unknown,87,680.95,2025-09-27,STORE15,59242.65
TXN000885,CUST372,,PROD354,Unknown,Unknown,96,920.49,2025-09-25,STORE87,88367.04000000001
TXN000886,CUST644,,PROD471,Unknown,Unknown,90,846.59,2025-08-31,STORE43,76193.1
TXN000887,CUST999,,PROD253,Unknown,Unknown,14,840.75,2025-09-21,STORE94,11770.5
TXN000888,CUST567,,PROD195,Unknown,Unknown,47,927.05,2025-09-19,STORE30,43571.35
TXN000889,CUST377,,PROD144,Unknown,Unknown,92,943.55,2025-09-25,STORE33,86806.59999999999
TXN000890,CUST706,,PROD24,Unknown,Unknown,21,73.05,2025-09-07,STORE49,1534.05
TXN000891,CUST973,,PROD255,Unknown,Unknown,66,607.29,2025-09-29,STORE20,40081.14
TXN000892,CUST952,,PROD252,Unknown,Unknown,66,503.75,2025-09-01,STORE49,33247.5
TXN000893,CUST852,,PROD337,Unknown,Unknown,95,974.45,2025-09-23,STORE33,92572.75
TXN000894,CUST184,,PROD484,Unknown,Unknown,83,8.65,2025-09-23,STORE29,717.95
TXN000895,CUST746,,PROD323,Unknown,Unknown,55,570.29,2025-09-03,STORE80,31365.949999999997
TXN000896,CUST699,,PROD100,Unknown,Unknown,21,547.09,2025-09-12,STORE33,11488.890000000001
TXN000897,CUST614,,PROD212,Unknown,Unknown,66,146.19,2025-09-17,STORE87,9648.539999999999
TXN000898,CUST766,,PROD171,Unknown,Unknown,10,488.15,2025-09-09,STORE1,4881.5
TXN000899,CUST716,,PROD191,Unknown,Unknown,20,762.55,2025-09-20,STORE87,15251.0
TXN000900,CUST534,,PROD105,Unknown,Unknown,40,119.19,2025-09-14,STORE77,4767.6
TXN000901,CUST661,,PROD484,Unknown,Unknown,53,709.45,2025-09-07,STORE5,37600.850000000006
TXN000902,CUST344,,PROD237,Unknown,Unknown,25,839.59,2025-09-28,STORE70,20989.75
TXN000903,CUST378,,PROD67,Unknown,Unknown,58,273.45,2025-09-11,STORE18,15860.099999999999
TXN000904,CUST167,,PROD235,Unknown,Unknown,42,287.8,2025-09-01,STORE73,12087.6
TXN000905,CUST852,,PROD350,Unknown,Unknown,73,834.09,2025-09-14,STORE57,60888.57
TXN000906,CUST632,,PROD466,Unknown,Unknown,68,324.95,2025-09-26,STORE39,22096.6
TXN000907,CUST853,,PROD463,Unknown,Unknown,47,292.65,2025-09-23,STORE2,13754.55
TXN000908,CUST285,,PROD152,Unknown,Unknown,66,349.45,2025-09-01,STORE50,23063.7
TXN000909,CUST950,,PROD471,Unknown,Unknown,42,727.1,2025-09-25,STORE16,30538.2
TXN000910,CUST360,,PROD54,Unknown,Unknown,87,556.99,2025-09-12,STORE52,48458.13
TXN000911,CUST225,,PROD17,Unknown,Unknown,13,601.99,2025-09-04,STORE76,7825.87
TXN000912,CUST316,,PROD441,Unknown,Unknown,11,7.59,2025-09-19,STORE66,83.49
TXN000913,CUST602,,PROD27,Unknown,Unknown,64,127.55,2025-09-24,STORE21,8163.2
TXN000914,CUST451,,PROD215,Unknown,Unknown,17,716.95,2025-09-18,STORE47,12188.150000000001
TXN000915,CUST760,,PROD73,Unknown,Unknown,33,316.99,2025-09-20,STORE92,10460.67
TXN000916,CUST794,,PROD25,Unknown,Unknown,13,732.05,2025-09-01,STORE85,9516.65
TXN000917,CUST560,,PROD254,Unknown,Unknown,3,63.75,2025-09-01,STORE7,191.25
TXN000918,CUST815,,PROD478,Unknown,Unknown,7,502.45,2025-09-10,STORE50,3517.15
TXN000919,CUST211,,PROD472,Unknown,Unknown,21,806.05,2025-09-28,STORE24,16927.05
TXN000920,CUST511,,PROD72,Unknown,Unknown,95,323.09,2025-09-11,STORE33,30693.55
TXN000921,CUST899,,PROD491,Unknown,Unknown,33,21.05,2025-09-08,STORE91,694.65
TXN000922,CUST254,,PROD453,Unknown,Unknown,97,172.73,2025-09-12,STORE41,16754.809999999998
TXN000923,CUST533,,PROD340,Unknown,Unknown,47,130.65,2025-09-05,STORE7,6140.55
TXN000924,CUST898,,PROD297,Unknown,Unknown,78,761.7,2025-09-25,STORE64,59412.600000000006
TXN000925,CUST772,,PROD289,Unknown,Unknown,4,929.89,2025-09-09,STORE89,3719.56
TXN000926,CUST661,,PROD192,Unknown,Unknown,21,162.59,2025-09-05,STORE22,3414.39
TXN000927,CUST415,,PROD147,Unknown,Unknown,57,233.79,2025-09-18,STORE5,13326.029999999999
TXN000928,CUST164,,PROD385,Unknown,Unknown,45,356.39,2025-08-30,STORE65,16037.55
TXN000929,CUST37,,PROD78,Unknown,Unknown,18,931.19,2025-09-22,STORE27,16761.420000000002
TXN000930,CUST152,,PROD53,Unknown,Unknown,29,341.89,2025-09-15,STORE76,9914.81
TXN000931,CUST456,,PROD74,Unknown,Unknown,20,416.49,2025-09-29,STORE94,8329.8
TXN000932,CUST608,,PROD93,Unknown,Unknown,14,865.35,2025-09-08,STORE1,12114.9
TXN000933,CUST152,,PROD8,Unknown,Unknown,45,891.49,2025-09-28,STORE25,40117.05
TXN000934,CUST216,,PROD376,Unknown,Unknown,97,918.5,2025-09-01,STORE20,89094.5
TXN000935,CUST427,,PROD37,Unknown,Unknown,66,486.49,2025-09-21,STORE89,32108.34
TXN000936,CUST421,,PROD176,Unknown,Unknown,66,287.49,2025-09-19,STORE14,18974.34
TXN000937,CUST972,,PROD291,Unknown,Unknown,94,213.09,2025-09-03,STORE57,20030.46
TXN000938,CUST85,,PROD78,Unknown,Unknown,70,851.1,2025-09-03,STORE80,59577.0
TXN000939,CUST407,,PROD54,Unknown,Unknown,19,58.79,2025-09-10,STORE23,1117.01
TXN000940,CUST317,,PROD49,Unknown,Unknown,28,298.25,2025-09-26,STORE31,8351.0
TXN000941,CUST974,,PROD471,Unknown,Unknown,100,212.29,2025-09-12,STORE31,21229.0
TXN000942,CUST532,,PROD95,Unknown,Unknown,63,94.09,2025-09-28,STORE15,5927.67
TXN000943,CUST18,,PROD213,Unknown,Unknown,50,391.29,2025-09-24,STORE9,19564.5
TXN000944,CUST43,,PROD284,Unknown,Unknown,68,332.19,2025-09-29,STORE50,22588.92
TXN000945,CUST710,,PROD319,Unknown,Unknown,69,248.29,2025-09-19,STORE68,17132.01
TXN000946,CUST815,,PROD149,Unknown,Unknown,7,497.65,2025-09-04,STORE47,3483.5499999999997
TXN000947,CUST514,,PROD303,Unknown,Unknown,9,415.25,2025-09-28,STORE1,3737.25
TXN000948,CUST969,,PROD52,Unknown,Unknown,79,606.25,2025-09-01,STORE6,47893.75
TXN000949,CUST320,,PROD261,Unknown,Unknown,14,630.99,2025-09-22,STORE36,8833.86
TXN000950,CUST625,,PROD398,Unknown,Unknown,65,446.05,2025-09-06,STORE29,28993.25
TXN000951,CUST459,,PROD244,Unknown,Unknown,50,400.45,2025-09-27,STORE39,20022.5
TXN000952,CUST88,,PROD412,Unknown,Unknown,58,838.85,2025-09-18,STORE22,48653.3
TXN000953,CUST161,,PROD230,Unknown,Unknown,48,665.25,2025-09-28,STORE44,31932.0
TXN000954,CUST955,,PROD56,Unknown,Unknown,4,294.4,2025-09-03,STORE40,1177.6
TXN000955,CUST579,,PROD493,Unknown,Unknown,23,66.24,2025-09-04,STORE10,1523.52
TXN000956,CUST215,,PROD156,Unknown,Unknown,31,384.7,2025-09-08,STORE36,11925.699999999999
TXN000957,CUST623,,PROD175,Unknown,Unknown,36,186.8,2025-09-06,STORE36,6724.8
TXN000958,CUST190,,PROD245,Unknown,Unknown,100,103.19,2025-09-01,STORE27,10319.0
TXN000959,CUST950,,PROD444,Unknown,Unknown,6,974.09,2025-09-15,STORE67,5844.54
TXN000960,CUST231,,PROD433,Unknown,Unknown,28,835.75,2025-09-23,STORE23,23401.0
TXN000961,CUST930,,PROD134,Unknown,Unknown,66,154.25,2025-08-31,STORE100,10180.5
TXN000962,CUST383,,PROD4,Unknown,Unknown,3,943.09,2025-09-26,STORE6,2829.27
TXN000963,CUST310,,PROD372,Unknown,Unknown,40,346.29,2025-09-07,STORE23,13851.6
TXN000964,CUST175,,PROD124,Unknown,Unknown,63,252.15,2025-08-31,STORE60,15885.45
TXN000965,CUST401,,PROD168,Unknown,Unknown,42,247.19,2025-09-05,STORE39,10381.98
TXN000966,CUST955,,PROD282,Unknown,Unknown,14,322.05,2025-09-19,STORE28,4508.7
TXN000967,CUST918,,PROD144,Unknown,Unknown,25,462.49,2025-09-09,STORE62,11562.25
TXN000968,CUST917,,PROD79,Unknown,Unknown,5,40.3,2025-09-02,STORE86,201.5
TXN000969,CUST66,,PROD395,Unknown,Unknown,50,905.19,2025-09-04,STORE77,45259.5
TXN000970,CUST191,,PROD144,Unknown,Unknown,13,263.75,2025-09-16,STORE43,3428.75
TXN000971,CUST631,,PROD419,Unknown,Unknown,83,307.69,2025-09-13,STORE86,25538.27
TXN000972,CUST33,,PROD244,Unknown,Unknown,85,264.2,2025-09-11,STORE14,22457.0
TXN000973,CUST775,,PROD452,Unknown,Unknown,40,503.89,2025-09-02,STORE84,20155.6
TXN000974,CUST3,,PROD197,Unknown,Unknown,92,860.9,2025-09-15,STORE36,79202.8
TXN000975,CUST529,,PROD271,Unknown,Unknown,89,356.49,2025-08-31,STORE64,31727.61
TXN000976,CUST424,,PROD226,Unknown,Unknown,71,16.35,2025-09-21,STORE75,1160.8500000000001
TXN000977,CUST996,,PROD221,Unknown,Unknown,71,184.32,2025-09-26,STORE58,13086.72
TXN000978,CUST831,,PROD355,Unknown,Unknown,42,89.35,2025-09-12,STORE4,3752.7
TXN000979,CUST490,,PROD284,Unknown,Unknown,93,253.75,2025-09-09,STORE100,23598.75
TXN000980,CUST739,,PROD385,Unknown,Unknown,94,55.3,2025-09-19,STORE31,5198.2
TXN000981,CUST596,,PROD253,Unknown,Unknown,1,218.79,2025-09-27,STORE45,218.79
TXN000982,CUST772,,PROD401,Unknown,Unknown,29,385.09,2025-09-22,STORE5,11167.609999999999
TXN000983,CUST213,,PROD389,Unknown,Unknown,94,187.79,2025-09-08,STORE60,17652.26
TXN000984,CUST337,,PROD10,Unknown,Unknown,54,507.09,2025-09-03,STORE84,27382.859999999997
TXN000985,CUST575,,PROD434,Unknown,Unknown,39,680.29,2025-09-17,STORE61,26531.309999999998
TXN000986,CUST906,,PROD386,Unknown,Unknown,81,480.55,2025-09-23,STORE95,38924.55
TXN000987,CUST119,,PROD383,Unknown,Unknown,41,201.0,2025-09-14,STORE1,8241.0
TXN000988,CUST863,,PROD232,Unknown,Unknown,71,357.75,2025-09-24,STORE31,25400.25
TXN000989,CUST210,,PROD92,Unknown,Unknown,54,117.65,2025-09-13,STORE60,6353.1
TXN000990,CUST855,,PROD10,Unknown,Unknown,54,278.49,2025-09-13,STORE30,15038.460000000001
TXN000991,CUST306,,PROD48,Unknown,Unknown,27,150.6,2025-09-19,STORE51,4066.2
TXN000992,CUST667,,PROD7,Unknown,Unknown,27,128.35,2025-09-22,STORE9,3465.45
TXN000993,CUST893,,PROD97,Unknown,Unknown,83,493.99,2025-09-12,STORE52,41001.17
TXN000994,CUST222,,PROD103,Unknown,Unknown,84,679.69,2025-09-13,STORE7,57093.96000000001
TXN000995,CUST588,,PROD265,Unknown,Unknown,45,629.95,2025-09-12,STORE71,28347.750000000004
TXN000996,CUST387,,PROD271,Unknown,Unknown,57,901.35,2025-09-20,STORE38,51376.950000000004
TXN000997,CUST505,,PROD180,Unknown,Unknown,32,7.0,2025-09-23,STORE4,224.0
TXN000998,CUST162,,PROD200,Unknown,Unknown,80,960.69,2025-09-16,STORE21,76855.20000000001
TXN000999,CUST259,,PROD174,Unknown,Unknown,61,239.8,2025-09-13,STORE26,14627.800000000001
TXN001000,CUST82,,PROD49,Unknown,Unknown,82,818.29,2025-09-01,STORE17,67099.78
TXN001001,CUST652,,PROD219,Unknown,Unknown,82,900.91,2025-08-31,STORE72,73874.62
TXN001002,CUST390,,PROD376,Unknown,Unknown,95,154.39,2025-09-06,STORE93,14667.05
TXN001003,CUST976,,PROD99,Unknown,Unknown,96,886.59,2025-09-19,STORE1,85112.64
TXN001004,CUST140,,PROD370,Unknown,Unknown,43,783.95,2025-09-22,STORE48,33709.85
TXN001005,CUST825,,PROD420,Unknown,Unknown,80,292.05,2025-09-13,STORE24,23364.0
TXN001006,CUST108,,PROD482,Unknown,Unknown,63,438.25,2025-09-03,STORE96,27609.75
TXN001007,CUST720,,PROD409,Unknown,Unknown,20,936.45,2025-09-08,STORE66,18729.0
TXN001008,CUST486,,PROD79,Unknown,Unknown,46,43.15,2025-09-18,STORE35,1984.8999999999999
TXN001009,CUST358,,PROD278,Unknown,Unknown,3,698.69,2025-09-13,STORE86,2096.07
TXN001010,CUST664,,PROD397,Unknown,Unknown,46,758.99,2025-09-26,STORE41,34913.54
TXN001011,CUST233,,PROD12,Unknown,Unknown,19,325.79,2025-09-15,STORE51,6190.01
TXN001012,CUST780,,PROD58,Unknown,Unknown,24,653.29,2025-09-19,STORE13,15678.96
TXN001013,CUST148,,PROD454,Unknown,Unknown,50,803.88,2025-09-15,STORE54,40194.0
TXN001014,CUST579,,PROD330,Unknown,Unknown,74,428.39,2025-09-05,STORE36,31700.86
TXN001015,CUST212,,PROD341,Unknown,Unknown,68,331.1,2025-09-23,STORE98,22514.800000000003
TXN001016,CUST528,,PROD446,Unknown,Unknown,8,353.75,2025-09-18,STORE68,2830.0
TXN001017,CUST714,,PROD356,Unknown,Unknown,95,446.19,2025-09-19,STORE23,42388.05
TXN001018,CUST669,,PROD262,Unknown,Unknown,26,142.75,2025-09-20,STORE75,3711.5
TXN001019,CUST600,,PROD41,Unknown,Unknown,53,967.69,2025-09-23,STORE27,51287.57
TXN001020,CUST634,,PROD20,Unknown,Unknown,81,444.49,2025-09-09,STORE36,36003.69
TXN001021,CUST32,,PROD324,Unknown,Unknown,8,336.3,2025-09-14,STORE57,2690.4
TXN001022,CUST580,,PROD52,Unknown,Unknown,84,399.74,2025-09-26,STORE98,33578.16
TXN001023,CUST469,,PROD358,Unknown,Unknown,39,529.09,2025-09-06,STORE100,20634.510000000002
TXN001024,CUST678,,PROD106,Unknown,Unknown,58,980.29,2025-09-15,STORE58,56856.82
TXN001025,CUST981,,PROD192,Unknown,Unknown,29,844.59,2025-08-31,STORE47,24493.11
TXN001026,CUST426,,PROD84,Unknown,Unknown,31,710.2,2025-09-08,STORE90,22016.2
