product_id,product_name,category,total_stock,avg_cost_price
PROD01311,Sleek Granite Keyboard,Grocery,116,224.6
PROD01312,Intelligent Aluminum Chips,Toys,314,759.79
PROD01313,Sleek Granite Shirt,Furniture,197,31.2
PROD01314,Recycled Bronze Shirt,Toys,15,842.99
PROD01315,Elegant Bamboo Chicken,Toys,265,828.49
PROD01316,Rustic Bronze Sausages,Toys,306,640.99
PROD01317,Elegant Plastic Table,Electronics,145,285.59
PROD01318,Tasty Metal Tuna,Furniture,440,738.05
PROD01319,Modern Bronze Chips,Clothing,497,941.32
PROD01320,Refined Bronze Ball,Toys,119,533.1
PROD01321,Intelligent Marble Towels,Electronics,401,449.79
PROD01322,Awesome Metal Car,Toys,225,385.55
PROD01323,Handcrafted Plastic Pants,Furniture,248,945.79
PROD01324,Generic Ceramic Bike,Grocery,194,551.79
PROD01325,Unbranded Cotton Shoes,Clothing,251,735.62
PROD01326,Handcrafted Granite Bacon,Electronics,94,44.55
PROD01327,Refined Bronze Car,Furniture,366,848.99
PROD01328,Luxurious Aluminum Pizza,Toys,120,981.76
PROD01329,Small Metal Shoes,Clothing,462,933.9
PROD01330,Incredible Silk Ball,Grocery,95,68.45
PROD01331,Licensed Metal Chair,Clothing,494,322.45
PROD01332,Tasty Concrete Shoes,Clothing,13,609.35
PROD01333,Tasty Concrete Ball,Electronics,497,442.39
PROD01334,Refined Gold Shoes,Grocery,255,891.31
PROD01335,Awesome Silk Salad,Toys,123,263.6
PROD01336,Frozen Granite Shirt,Furniture,473,486.69
PROD01337,Electronic Ceramic Hat,Clothing,342,174.05
PROD01338,Ergonomic Granite Shoes,Toys,439,286.75
PROD01339,Electronic Granite Mouse,Grocery,312,711.39
PROD01340,Intelligent Granite Ball,Grocery,29,241.3
PROD01341,Soft Aluminum Chips,Clothing,302,805.19
PROD01342,Rustic Rubber Table,Toys,40,650.55
PROD01343,Ergonomic Wooden Pants,Toys,481,782.85
PROD01344,Elegant Marble Shirt,Grocery,238,798.09
PROD01345,Elegant Rubber Bike,Clothing,394,414.79
PROD01346,Electronic Bamboo Gloves,Clothing,487,434.99
PROD01347,Bespoke Marble Table,Toys,346,228.49
PROD01348,Frozen Silk Mouse,Grocery,393,255.55
PROD01349,Elegant Marble Chips,Grocery,425,991.79
PROD01350,Fantastic Bronze Computer,Electronics,313,14.85
PROD01351,Refined Granite Tuna,Grocery,459,643.69
PROD01352,Fantastic Gold Chips,Clothing,468,724.19
PROD01353,Gorgeous Bronze Towels,Clothing,161,808.89
PROD01354,Refined Ceramic Sausages,Electronics,98,419.9
PROD01355,Handmade Bamboo Ball,Electronics,443,513.5
PROD01356,Incredible Granite Hat,Furniture,22,549.09
PROD01357,Licensed Ceramic Chips,Grocery,221,281.09
PROD01358,Soft Ceramic Soap,Toys,162,201.25
PROD01359,Awesome Bamboo Salad,Furniture,474,466.3
PROD01360,Sleek Ceramic Chips,Grocery,76,450.22
PROD01361,Frozen Plastic Pizza,Furniture,241,658.85
PROD01362,Gorgeous Silk Salad,Furniture,76,888.35
PROD01363,Elegant Steel Chips,Grocery,423,697.05
PROD01364,Elegant Concrete Towels,Toys,461,721.09
PROD01365,Elegant Rubber Chips,Clothing,330,273.4
PROD01366,Practical Ceramic Pants,Toys,26,612.99
PROD01367,Bespoke Bamboo Mouse,Toys,130,474.95
PROD01368,Tasty Granite Shirt,Toys,368,63.15
PROD01369,Tasty Rubber Tuna,Clothing,270,338.69
PROD01370,Handmade Bronze Mouse,Toys,295,591.79
PROD01371,Electronic Bamboo Mouse,Electronics,383,736.4
PROD01372,Awesome Aluminum Cheese,Toys,392,564.53
PROD01373,Unbranded Bronze Shoes,Clothing,144,644.85
PROD01374,Modern Gold Mouse,Clothing,154,110.09
PROD01375,Handmade Concrete Ball,Clothing,489,476.59
PROD01376,Rustic Gold Mouse,Clothing,66,58.99
PROD01377,Frozen Ceramic Pants,Grocery,186,29.39
PROD01378,Awesome Granite Chips,Electronics,72,739.69
PROD01379,Modern Concrete Table,Clothing,29,321.29
PROD01380,Modern Steel Soap,Electronics,48,10.25
PROD01381,Elegant Plastic Sausages,Clothing,45,632.39
PROD01382,Handmade Bronze Towels,Electronics,343,899.89
PROD01383,Elegant Concrete Computer,Furniture,299,446.65
PROD01384,Handmade Aluminum Cheese,Grocery,96,588.99
PROD01385,Electronic Ceramic Pants,Electronics,118,504.35
PROD01386,Fresh Rubber Cheese,Clothing,493,292.05
PROD01387,Sleek Granite Table,Grocery,342,640.29
PROD01388,Ergonomic Bamboo Pants,Toys,464,519.9
PROD01389,Incredible Concrete Bike,Furniture,154,609.25
PROD01390,Modern Marble Chips,Grocery,314,722.99
PROD01391,Licensed Silk Tuna,Toys,471,66.65
PROD01392,Rustic Silk Sausages,Toys,354,345.69
PROD01393,Soft Silk Fish,Furniture,5,397.89
PROD01394,Gorgeous Silk Table,Electronics,296,45.65
PROD01395,Oriental Ceramic Sausages,Grocery,100,558.3
PROD01396,Soft Silk Bacon,Grocery,124,812.15
PROD01397,Tasty Rubber Table,Furniture,293,923.09
PROD01398,Recycled Wooden Gloves,Clothing,281,739.29
PROD01399,Soft Granite Tuna,Furniture,295,266.2
PROD01400,Intelligent Cotton Table,Electronics,8,554.79
PROD01401,Fresh Bamboo Table,Electronics,0,389.15
PROD01402,Soft Steel Shirt,Electronics,225,134.05
PROD01403,Licensed Aluminum Gloves,Clothing,211,168.22
PROD01404,Elegant Aluminum Sausages,Toys,187,725.39
PROD01405,Frozen Concrete Car,Furniture,312,283.09
PROD01406,Electronic Rubber Bike,Furniture,214,462.7
PROD01407,Bespoke Ceramic Bike,Grocery,216,564.69
PROD01408,Small Bronze Chair,Toys,440,809.09
PROD01409,Awesome Marble Tuna,Electronics,101,101.49
PROD01410,Fantastic Concrete Sausages,Electronics,248,973.49
PROD01411,Small Concrete Mouse,Electronics,357,413.59
PROD01412,Licensed Cotton Sausages,Clothing,223,164.99
PROD01413,Oriental Ceramic Shirt,Toys,51,223.59
PROD01414,Generic Bamboo Soap,Electronics,244,598.19
PROD01415,Rustic Ceramic Pizza,Electronics,120,695.99
PROD01416,Frozen Metal Towels,Clothing,116,245.35
PROD01417,Bespoke Steel Pants,Electronics,346,368.59
PROD01418,Intelligent Aluminum Chips,Electronics,286,153.65
PROD01419,Recycled Aluminum Mouse,Clothing,485,313.49
PROD01420,Practical Concrete Shoes,Furniture,212,799.19
PROD01421,Tasty Granite Chair,Toys,362,985.7
PROD01422,Oriental Bronze Chicken,Grocery,73,646.1
PROD01423,Ergonomic Ceramic Towels,Toys,150,75.05
PROD01424,Gorgeous Metal Cheese,Grocery,209,78.79
PROD01425,Elegant Rubber Keyboard,Toys,352,822.19
PROD01426,Recycled Aluminum Bike,Clothing,242,663.89
PROD01427,Small Aluminum Tuna,Grocery,78,648.2
PROD01428,Luxurious Ceramic Tuna,Clothing,463,404.73
PROD01429,Oriental Rubber Table,Clothing,330,850.09
PROD01430,Electronic Steel Table,Electronics,1,218.65
PROD01431,Sleek Metal Computer,Electronics,156,865.29
PROD01432,Elegant Concrete Tuna,Electronics,317,288.29
PROD01433,Practical Granite Chips,Furniture,4,491.19
PROD01434,Fresh Granite Keyboard,Grocery,446,337.65
PROD01435,Handmade Steel Ball,Grocery,207,964.75
PROD01436,Bespoke Marble Hat,Clothing,306,669.45
PROD01437,Fantastic Concrete Hat,Electronics,78,969.25
PROD01438,Small Aluminum Sausages,Toys,55,184.09
PROD01439,Practical Concrete Sausages,Grocery,287,493.49
PROD01440,Bespoke Bronze Gloves,Grocery,361,599.26
PROD01441,Tasty Wooden Sausages,Clothing,242,619.09
PROD01442,Bespoke Ceramic Sausages,Toys,438,630.85
PROD01443,Fresh Granite Sausages,Clothing,440,900.97
PROD01444,Fresh Plastic Mouse,Electronics,208,209.15
PROD01445,Ergonomic Granite Shoes,Furniture,301,470.35
PROD01446,Oriental Concrete Gloves,Furniture,10,996.79
PROD01447,Oriental Bronze Shirt,Clothing,242,188.9
PROD01448,Ergonomic Aluminum Sausages,Toys,455,581.09
PROD01449,Elegant Bamboo Cheese,Clothing,153,42.69
PROD01450,Recycled Bronze Chicken,Clothing,294,382.9
PROD01451,Handcrafted Granite Chair,Clothing,265,882.35
PROD01452,Awesome Steel Car,Electronics,202,367.79
PROD01453,Refined Concrete Fish,Toys,476,492.82
PROD01454,Sleek Plastic Bacon,Furniture,182,273.65
PROD01455,Luxurious Cotton Towels,Toys,458,280.55
PROD01456,Elegant Ceramic Ball,Electronics,386,653.99
PROD01457,Refined Steel Car,Furniture,400,514.45
PROD01458,Generic Ceramic Chips,Furniture,494,220.89
PROD01459,Handmade Bronze Table,Electronics,64,611.45
PROD01460,Rustic Cotton Pizza,Grocery,406,284.4
PROD01461,Intelligent Ceramic Shirt,Furniture,256,186.97
PROD01462,Unbranded Rubber Towels,Grocery,430,372.99
PROD01463,Generic Steel Pizza,Clothing,268,384.89
PROD01464,Luxurious Bronze Bacon,Electronics,36,790.55
PROD01465,Sleek Plastic Chair,Toys,27,351.29
PROD01466,Electronic Concrete Chips,Electronics,302,391.99
PROD01467,Electronic Rubber Pants,Grocery,133,74.85
PROD01468,Luxurious Wooden Shoes,Clothing,198,421.55
PROD01469,Luxurious Rubber Car,Electronics,141,847.75
PROD01470,Rustic Metal Mouse,Electronics,474,777.49
PROD01471,Small Wooden Chicken,Electronics,64,103.49
PROD01472,Oriental Cotton Towels,Clothing,259,921.29
PROD01473,Electronic Bronze Table,Clothing,477,81.29
PROD01474,Gorgeous Bamboo Soap,Grocery,246,795.4
PROD01475,Unbranded Marble Car,Electronics,459,366.59
PROD01476,Incredible Plastic Table,Grocery,55,693.19
PROD01477,Licensed Aluminum Pants,Electronics,500,220.46
PROD01478,Small Marble Keyboard,Clothing,296,192.5
PROD01479,Bespoke Plastic Chips,Grocery,9,41.09
PROD01480,Recycled Marble Hat,Clothing,427,98.15
PROD01481,Elegant Steel Salad,Grocery,202,854.55
PROD01482,Generic Bamboo Shirt,Electronics,183,375.15
PROD01483,Generic Concrete Salad,Toys,441,640.29
PROD01484,Small Steel Pizza,Furniture,348,573.59
PROD01485,Refined Silk Towels,Toys,104,414.72
PROD01486,Fresh Ceramic Hat,Furniture,463,325.99
PROD01487,Practical Ceramic Shoes,Toys,22,905.09
PROD01488,Generic Silk Chips,Grocery,177,321.15
PROD01489,Recycled Granite Pizza,Toys,95,277.59
PROD01490,Practical Metal Tuna,Clothing,130,156.65
PROD01491,Electronic Gold Shoes,Toys,277,274.9
PROD01492,Soft Bronze Chair,Grocery,311,606.65
PROD01493,Soft Silk Keyboard,Toys,99,937.99
PROD01494,Electronic Wooden Sausages,Clothing,141,86.55
PROD01495,Handmade Cotton Pants,Electronics,173,474.89
PROD01496,Handcrafted Rubber Cheese,Clothing,166,585.25
PROD01497,Luxurious Aluminum Pizza,Electronics,159,721.95
PROD01498,Gorgeous Bronze Towels,Furniture,73,290.19
PROD01499,Practical Wooden Towels,Toys,42,767.29
PROD01500,Modern Steel Computer,Electronics,433,352.35
PROD01501,Licensed Marble Car,Electronics,154,416.35
PROD01502,Fresh Bronze Mouse,Electronics,34,198.25
PROD01503,Sleek Silk Sausages,Grocery,61,359.25
PROD01504,Electronic Rubber Table,Clothing,64,295.45
PROD01505,Intelligent Marble Shoes,Toys,0,121.69
PROD01506,Refined Bamboo Car,Electronics,247,411.99
PROD01507,Generic Granite Towels,Electronics,428,617.93
PROD01508,Rustic Bronze Hat,Toys,46,474.29
PROD01509,Small Steel Table,Toys,372,686.45
PROD01510,Soft Silk Ball,Furniture,244,732.49
PROD01511,Soft Rubber Chicken,Clothing,307,837.15
PROD01512,Rustic Ceramic Ball,Electronics,341,577.75
PROD01513,Practical Concrete Mouse,Grocery,424,845.19
PROD01514,Handcrafted Steel Computer,Electronics,469,567.29
PROD01515,Oriental Bronze Table,Toys,292,935.6
PROD01516,Refined Cotton Fish,Electronics,159,214.3
PROD01517,Ergonomic Cotton Shoes,Toys,435,603.55
PROD01518,Electronic Marble Ball,Furniture,444,860.35
PROD01519,Bespoke Ceramic Chips,Grocery,70,419.2
PROD01520,Tasty Plastic Table,Electronics,207,223.29
PROD01521,Small Concrete Chair,Toys,340,538.9
PROD01522,Licensed Gold Bike,Clothing,407,439.1
PROD01523,Sleek Rubber Keyboard,Toys,436,329.75
PROD01524,Electronic Metal Tuna,Clothing,13,833.49
PROD01525,Luxurious Concrete Chips,Clothing,122,386.25
PROD01526,Intelligent Cotton Shoes,Clothing,279,442.69
PROD01527,Handmade Marble Chicken,Toys,182,990.49
PROD01528,Incredible Plastic Cheese,Furniture,34,677.79
PROD01529,Frozen Gold Towels,Electronics,291,341.45
PROD01530,Small Cotton Chips,Electronics,1,359.75
PROD01531,Rustic Granite Ball,Furniture,299,771.89
PROD01532,Frozen Metal Pants,Furniture,151,580.75
PROD01533,Soft Concrete Bacon,Electronics,15,54.3
PROD01534,Refined Bronze Mouse,Grocery,198,365.02
PROD01535,Intelligent Plastic Computer,Grocery,276,233.69
PROD01536,Handcrafted Metal Towels,Grocery,5,856.4
PROD01537,Luxurious Granite Soap,Electronics,426,174.65
PROD01538,Soft Gold Tuna,Furniture,207,845.49
PROD01539,Refined Metal Hat,Furniture,457,264.5
PROD01540,Awesome Cotton Hat,Electronics,220,882.15
PROD01541,Rustic Aluminum Gloves,Toys,152,941.89
PROD01542,Fantastic Ceramic Mouse,Toys,272,418.89
PROD01543,Fantastic Wooden Sausages,Furniture,141,927.85
PROD01544,Tasty Ceramic Keyboard,Electronics,53,436.49
PROD01545,Incredible Ceramic Hat,Clothing,182,954.6
PROD01546,Frozen Granite Chicken,Toys,277,18.0
PROD01547,Handcrafted Marble Chicken,Grocery,62,55.45
PROD01548,Gorgeous Steel Ball,Toys,362,441.29
PROD01549,Luxurious Metal Salad,Grocery,363,703.89
PROD01550,Oriental Marble Car,Grocery,63,816.68
PROD01551,Practical Gold Fish,Electronics,341,651.55
PROD01552,Rustic Metal Car,Electronics,79,525.69
PROD01553,Unbranded Gold Cheese,Toys,134,789.99
PROD01554,Oriental Metal Table,Electronics,27,25.99
PROD01555,Rustic Plastic Shoes,Clothing,162,728.45
PROD01556,Handmade Plastic Chips,Grocery,343,654.15
PROD01557,Licensed Marble Chips,Electronics,199,651.19
PROD01558,Fresh Bamboo Towels,Grocery,380,67.75
PROD01559,Handmade Gold Hat,Clothing,320,491.59
PROD01560,Refined Metal Sausages,Clothing,374,635.09
PROD01561,Refined Bronze Bacon,Grocery,153,104.99
PROD01562,Soft Rubber Towels,Electronics,104,878.49
PROD01563,Handcrafted Plastic Chicken,Toys,141,435.09
PROD01564,Generic Marble Bacon,Clothing,88,851.39
PROD01565,Incredible Concrete Pants,Furniture,170,99.35
PROD01566,Awesome Silk Towels,Electronics,492,908.19
PROD01567,Frozen Steel Chips,Furniture,177,761.55
PROD01568,Ergonomic Cotton Table,Clothing,313,23.49
PROD01569,Handcrafted Marble Computer,Clothing,376,750.19
PROD01570,Intelligent Marble Bacon,Grocery,121,733.06
PROD01571,Unbranded Rubber Sausages,Toys,13,52.25
PROD01572,Refined Concrete Chair,Grocery,267,587.9
PROD01573,Licensed Bronze Shirt,Clothing,167,95.09
PROD01574,Luxurious Marble Gloves,Furniture,265,555.65
PROD01575,Soft Marble Table,Toys,84,333.79
PROD01576,Soft Granite Chicken,Clothing,416,802.55
PROD01577,Tasty Steel Tuna,Electronics,433,253.0
PROD01578,Fantastic Wooden Fish,Clothing,118,269.65
PROD01579,Generic Bronze Pants,Electronics,414,635.65
PROD01580,Frozen Granite Gloves,Grocery,370,79.79
PROD01581,Rustic Silk Table,Toys,165,567.19
PROD01582,Practical Concrete Bike,Grocery,299,113.05
PROD01583,Handcrafted Metal Pizza,Toys,311,215.19
PROD01584,Rustic Granite Chicken,Toys,127,269.79
PROD01585,Gorgeous Bronze Gloves,Grocery,208,245.05
PROD01586,Sleek Concrete Mouse,Clothing,116,123.99
PROD01587,Soft Rubber Chicken,Electronics,255,168.59
PROD01588,Frozen Plastic Soap,Furniture,438,920.79
PROD01589,Practical Bronze Cheese,Grocery,420,558.75
PROD01590,Frozen Cotton Bike,Electronics,143,356.1
PROD01591,Soft Bamboo Bacon,Toys,133,416.95
PROD01592,Practical Wooden Chips,Grocery,74,911.69
PROD01593,Practical Plastic Cheese,Clothing,261,492.2
PROD01594,Practical Rubber Mouse,Grocery,295,466.89
PROD01595,Tasty Aluminum Towels,Furniture,242,691.79
PROD01596,Frozen Granite Computer,Grocery,345,895.69
PROD01597,Bespoke Rubber Chips,Furniture,421,987.15
PROD01598,Ergonomic Metal Tuna,Electronics,472,164.49
PROD01599,Elegant Aluminum Shoes,Clothing,236,166.39
PROD01600,Awesome Aluminum Mouse,Clothing,156,554.45
PROD01601,Awesome Silk Towels,Electronics,476,375.49
PROD01602,Electronic Granite Pants,Clothing,487,477.25
PROD01603,Gorgeous Rubber Gloves,Toys,245,264.45
PROD01604,Unbranded Aluminum Pizza,Electronics,97,350.59
PROD01605,Oriental Bronze Chicken,Grocery,61,117.85
PROD01606,Bespoke Silk Bacon,Grocery,296,381.79
PROD01607,Unbranded Silk Fish,Furniture,314,870.75
PROD01608,Electronic Steel Soap,Clothing,365,226.09
PROD01609,Handmade Concrete Table,Electronics,402,96.29
PROD01610,Frozen Rubber Fish,Clothing,437,830.09
PROD01611,Fantastic Concrete Chips,Electronics,332,916.89
PROD01612,Licensed Granite Tuna,Clothing,382,11.95
PROD01613,Refined Rubber Salad,Grocery,265,371.4
PROD01614,Fantastic Silk Ball,Furniture,89,137.0
PROD01615,Ergonomic Marble Table,Toys,111,765.79
PROD01616,Small Rubber Salad,Grocery,86,352.57
PROD01617,Refined Marble Pizza,Furniture,198,55.95
PROD01618,Recycled Granite Sausages,Electronics,306,490.25
PROD01619,Frozen Silk Pizza,Toys,332,539.19
PROD01620,Elegant Plastic Towels,Grocery,447,161.1
PROD01621,Intelligent Aluminum Table,Toys,451,254.45
PROD01622,Electronic Concrete Gloves,Clothing,38,453.89
PROD01623,Rustic Rubber Cheese,Furniture,139,752.65
PROD01624,Incredible Marble Pants,Toys,247,949.15
PROD01625,Small Ceramic Sausages,Electronics,161,260.45
PROD01626,Tasty Cotton Pizza,Furniture,24,710.08
PROD01627,Rustic Bronze Towels,Electronics,372,336.15
PROD01628,Fantastic Plastic Cheese,Furniture,416,790.99
PROD01629,Frozen Concrete Chicken,Grocery,447,157.69
PROD01630,Luxurious Wooden Pants,Grocery,176,238.65
PROD01631,Modern Marble Chips,Furniture,27,263.45
PROD01632,Rustic Cotton Bike,Toys,390,56.69
PROD01633,Intelligent Cotton Pants,Grocery,132,435.39
PROD01634,Gorgeous Metal Pizza,Grocery,117,746.35
PROD01635,Rustic Rubber Soap,Furniture,270,784.69
PROD01636,Generic Bronze Towels,Grocery,189,228.19
PROD01637,Rustic Plastic Table,Clothing,176,204.89
PROD01638,Modern Bamboo Ball,Toys,16,856.69
PROD01639,Small Silk Mouse,Toys,328,421.3
PROD01640,Practical Gold Table,Grocery,376,166.45
PROD01641,Refined Rubber Gloves,Grocery,197,660.09
PROD01642,Awesome Rubber Computer,Toys,187,52.65
PROD01643,Handmade Gold Table,Furniture,376,183.49
PROD01644,Gorgeous Steel Chicken,Furniture,120,870.59
PROD01645,Oriental Bamboo Ball,Toys,391,209.19
PROD01646,Elegant Gold Salad,Furniture,6,69.71
PROD01647,Awesome Bamboo Gloves,Electronics,460,551.25
PROD01648,Incredible Granite Shoes,Grocery,122,237.09
PROD01649,Small Aluminum Table,Clothing,240,434.55
PROD01650,Frozen Metal Chips,Clothing,90,907.95
PROD01651,Luxurious Concrete Mouse,Electronics,476,173.15
PROD01652,Refined Aluminum Pizza,Electronics,285,327.35
PROD01653,Modern Bamboo Shoes,Furniture,103,631.19
PROD01654,Handcrafted Bamboo Salad,Clothing,177,625.49
PROD01655,Gorgeous Steel Keyboard,Furniture,171,154.75
PROD01656,Handmade Cotton Chair,Furniture,459,864.19
PROD01657,Tasty Metal Computer,Grocery,289,400.15
PROD01658,Fantastic Aluminum Ball,Electronics,9,777.3
PROD01659,Soft Aluminum Keyboard,Furniture,469,182.69
PROD01660,Handmade Cotton Bacon,Furniture,48,559.29
PROD01661,Oriental Cotton Car,Electronics,463,333.35
PROD01662,Licensed Bronze Bike,Grocery,48,412.79
PROD01663,Sleek Metal Pizza,Electronics,146,244.1
PROD01664,Handcrafted Silk Mouse,Clothing,420,855.99
PROD01665,Luxurious Bamboo Chair,Electronics,397,153.95
PROD01666,Generic Rubber Mouse,Furniture,117,334.55
PROD01667,Soft Steel Mouse,Furniture,16,110.65
PROD01668,Fantastic Gold Chair,Toys,155,801.35
PROD01669,Modern Gold Chips,Electronics,274,937.39
PROD01670,Generic Silk Bacon,Clothing,380,385.19
PROD01671,Handmade Aluminum Ball,Grocery,214,331.89
PROD01672,Awesome Cotton Sausages,Grocery,146,81.55
PROD01673,Modern Rubber Sausages,Grocery,374,693.29
PROD01674,Refined Marble Ball,Furniture,331,741.59
PROD01675,Fresh Ceramic Fish,Furniture,313,30.39
PROD01676,Fantastic Marble Ball,Furniture,265,888.65
PROD01677,Ergonomic Wooden Hat,Toys,223,152.3
PROD01678,Incredible Steel Sausages,Electronics,385,125.9
PROD01679,Ergonomic Gold Pizza,Furniture,337,819.75
PROD01680,Awesome Granite Bacon,Grocery,239,435.75
PROD01681,Recycled Bamboo Car,Electronics,163,196.6
PROD01682,Soft Steel Bacon,Electronics,484,926.49
PROD01683,Soft Bronze Shirt,Toys,440,400.69
PROD01684,Handmade Bamboo Pizza,Electronics,117,794.29
PROD01685,Handmade Rubber Cheese,Clothing,160,188.79
PROD01686,Intelligent Steel Car,Grocery,270,575.29
PROD01687,Gorgeous Silk Keyboard,Toys,240,176.29
PROD01688,Sleek Cotton Car,Clothing,347,477.79
PROD01689,Fantastic Silk Tuna,Electronics,412,186.69
PROD01690,Elegant Plastic Chair,Furniture,243,104.25
PROD01691,Small Silk Shirt,Clothing,448,602.69
PROD01692,Ergonomic Bamboo Mouse,Toys,90,809.75
PROD01693,Practical Metal Car,Electronics,405,717.99
PROD01694,Bespoke Bronze Keyboard,Grocery,439,492.85
PROD01695,Electronic Cotton Hat,Furniture,458,214.55
PROD01696,Ergonomic Plastic Ball,Clothing,75,759.89
PROD01697,Practical Rubber Chips,Toys,362,342.99
PROD01698,Ergonomic Steel Tuna,Clothing,219,724.3
PROD01699,Oriental Concrete Towels,Clothing,296,83.85
PROD01700,Incredible Bronze Car,Clothing,238,910.7
PROD01701,Handcrafted Bronze Ball,Toys,265,231.79
PROD01702,Awesome Steel Mouse,Toys,239,453.19
PROD01703,Incredible Wooden Pants,Clothing,209,642.19
PROD01704,Ergonomic Bamboo Pants,Clothing,91,641.85
PROD01705,Soft Rubber Chicken,Clothing,329,825.29
PROD01706,Refined Bronze Tuna,Toys,367,207.69
PROD01707,Gorgeous Granite Fish,Clothing,14,254.19
PROD01708,Ergonomic Aluminum Fish,Toys,309,783.29
PROD01709,Electronic Plastic Table,Electronics,411,809.79
PROD01710,Fresh Bamboo Shoes,Electronics,135,284.19
PROD01711,Electronic Wooden Chicken,Electronics,132,887.19
PROD01712,Luxurious Aluminum Sausages,Grocery,212,759.99
PROD01713,Handmade Marble Salad,Furniture,373,920.19
PROD01714,Licensed Silk Chips,Clothing,97,48.19
PROD01715,Fresh Metal Gloves,Clothing,7,863.49
PROD01716,Handmade Silk Computer,Clothing,69,795.55
PROD01717,Intelligent Bamboo Shirt,Clothing,496,496.35
PROD01718,Ergonomic Wooden Pants,Grocery,248,272.35
PROD01719,Gorgeous Cotton Keyboard,Grocery,309,549.29
PROD01720,Licensed Silk Keyboard,Toys,129,389.45
PROD01721,Generic Wooden Cheese,Electronics,449,229.99
PROD01722,Gorgeous Marble Shirt,Toys,134,371.39
PROD01723,Electronic Aluminum Computer,Clothing,99,469.35
PROD01724,Generic Granite Shirt,Electronics,70,165.59
PROD01725,Unbranded Concrete Shoes,Furniture,29,745.69
PROD01726,Fantastic Silk Chips,Toys,428,110.99
PROD01727,Licensed Wooden Salad,Grocery,235,499.45
PROD01728,Ergonomic Wooden Soap,Clothing,444,945.65
PROD01729,Rustic Gold Table,Electronics,484,392.49
PROD01730,Awesome Silk Soap,Toys,429,949.89
PROD01731,Awesome Ceramic Pizza,Grocery,78,45.1
PROD01732,Small Concrete Bacon,Furniture,383,89.41
PROD01733,Intelligent Cotton Chicken,Furniture,260,955.29
PROD01734,Unbranded Plastic Ball,Toys,265,893.19
PROD01735,Generic Steel Gloves,Furniture,238,494.59
PROD01736,Frozen Rubber Computer,Furniture,144,736.79
PROD01737,Generic Plastic Bike,Grocery,163,883.89
PROD01738,Ergonomic Steel Table,Grocery,205,647.59
PROD01739,Handmade Granite Pizza,Grocery,99,784.79
PROD01740,Fresh Plastic Towels,Furniture,48,608.89
PROD01741,Fresh Bamboo Sausages,Electronics,448,77.69
PROD01742,Ergonomic Bronze Shoes,Clothing,263,758.05
PROD01743,Tasty Gold Chips,Clothing,206,910.95
PROD01744,Unbranded Cotton Towels,Grocery,149,385.03
PROD01745,Sleek Marble Gloves,Grocery,280,239.5
PROD01746,Small Gold Computer,Furniture,81,66.69
PROD01747,Bespoke Wooden Bike,Furniture,207,205.79
PROD01748,Oriental Silk Sausages,Grocery,110,221.15
PROD01749,Handmade Steel Towels,Furniture,110,239.39
PROD01750,Refined Steel Sausages,Toys,73,419.09
PROD01751,Elegant Rubber Chair,Grocery,489,915.69
PROD01752,Fresh Bamboo Bacon,Clothing,149,99.8
PROD01753,Handmade Ceramic Cheese,Electronics,231,531.99
PROD01754,Intelligent Metal Car,Grocery,366,77.45
PROD01755,Handcrafted Granite Gloves,Furniture,380,412.15
PROD01756,Refined Bamboo Hat,Clothing,34,642.17
PROD01757,Intelligent Plastic Bike,Clothing,255,357.05
PROD01758,Soft Metal Sausages,Furniture,265,12.12
PROD01759,Soft Metal Towels,Grocery,293,109.7
PROD01760,Practical Concrete Car,Furniture,106,358.65
PROD01761,Ergonomic Concrete Chicken,Furniture,279,854.69
PROD01762,Soft Wooden Fish,Electronics,163,786.09
PROD01763,Handcrafted Cotton Computer,Clothing,26,463.59
PROD01764,Handmade Bamboo Shirt,Clothing,322,978.89
PROD01765,Unbranded Ceramic Shirt,Electronics,309,559.99
PROD01766,Intelligent Wooden Pants,Grocery,49,195.45
PROD01767,Refined Bamboo Keyboard,Toys,60,155.54
PROD01768,Sleek Rubber Shoes,Toys,91,734.89
PROD01769,Elegant Gold Computer,Furniture,208,422.99
PROD01770,Licensed Steel Mouse,Furniture,206,126.99
PROD01771,Oriental Plastic Gloves,Furniture,287,214.12
PROD01772,Unbranded Silk Chips,Electronics,313,798.99
PROD01773,Gorgeous Bronze Ball,Clothing,298,753.49
PROD01774,Licensed Metal Pizza,Clothing,314,843.49
PROD01775,Recycled Aluminum Cheese,Toys,240,253.65
PROD01776,Bespoke Steel Bike,Electronics,106,919.39
PROD01777,Bespoke Aluminum Hat,Furniture,97,637.99
PROD01778,Frozen Ceramic Tuna,Furniture,99,942.49
PROD01779,Fantastic Bronze Tuna,Clothing,387,986.7
PROD01780,Rustic Metal Car,Furniture,269,307.35
PROD01781,Oriental Aluminum Car,Toys,437,833.08
PROD01782,Sleek Metal Table,Clothing,83,49.05
PROD01783,Ergonomic Aluminum Shirt,Clothing,148,107.35
PROD01784,Tasty Bamboo Gloves,Furniture,305,679.7
PROD01785,Ergonomic Cotton Ball,Furniture,245,380.1
PROD01786,Fantastic Silk Cheese,Furniture,62,227.72
PROD01787,Recycled Granite Sausages,Furniture,48,796.05
PROD01788,Small Gold Towels,Electronics,119,990.49
PROD01789,Licensed Marble Ball,Furniture,129,456.52
